SKU,Produto,Qtd Vendida,Data,Bairro,Preço Unitário,Nome,Sobrenome,Gênero
HL1918,Camarão,10,2020-08-13,Curió,"R$ 60,00",Pedro,Cavalcanti,M
HL9962,Polvo,5,2020-08-13,Montese,"R$ 55,00",Letícia,Fernandes,F
HL1148,Camarão,25,2020-08-13,Manuel Sátiro,"R$ 60,00",Hércules,Feijo,M
HL4379,Ostras,20,2020-12-13,Quintino Cunha,"R$ 70,00",Lucas,Magalhães,M
HL1918,Carangueijo,5,2020-08-13,Cidade dos Funcionários,"R$ 45,00",Iuri,Aires,M
HL4379,Carangueijo,10,2020-08-13,Bom Jardim,"R$ 45,00",Gabrielle,Cormack,F
HL1918,Ostras,20,2020-08-13,Antônio Diogo,"R$ 70,00",Renan,Ferreira,M
HL7348,Carangueijo,5,2020-07-14,Siqueira,"R$ 45,00",Natalia,Fernandes,F
HL2714,Camarão,10,2020-08-14,Antônio Diogo,"R$ 28,00",Luiz,Junqueira,M
HL7348,Polvo,20,2020-08-14,Edson Queiroz,"R$ 55,00",Vivianne,Lopes,F
HL4379,Peixes,15,2020-08-14,Novo Mondubim,"R$ 15,00",Eduardo,Silva,M
HL4379,Camarão,25,2020-08-14,Fátima,"R$ 28,00",Vittorio,Campista,M
HL1918,Polvo,25,2020-01-14,Quintino Cunha,"R$ 55,00",Eduardo,Silva,M
HL4379,Mexilhões,25,2020-08-14,Lagoa Redonda,"R$ 20,00",Rilson,Rodrigues,M
HL1148,Mexilhões,15,2020-01-14,Fátima,"R$ 20,00",Lucas,Silva,M
HL2714,Camarão,5,2020-08-14,Dionisio Torres,"R$ 28,00",Gabriel,Dias,M
HL1918,Peixes,15,2020-12-14,Manuel Sátiro,"R$ 15,00",Bruna,Cavalcanti,F
HL2714,Carangueijo,5,2020-08-14,Conjunto Ceará,"R$ 45,00",Ana,Bastazini,F
HL2714,Carangueijo,15,2020-12-14,Damas,"R$ 45,00",Henrique,Rocha,M
HL1148,Ostras,5,2020-08-14,Lagoa Redonda,"R$ 70,00",Amanda,Johnson,F
HL1918,Polvo,25,2020-08-14,Bonsucesso,"R$ 55,00",Tadeu,Delgado,M
HL4379,Carangueijo,20,2020-08-14,Presidente Kennedy,"R$ 45,00",Marina,Conceição,F
HL1918,Carangueijo,15,2020-08-14,Jardim Iracema,"R$ 45,00",Pedro,Guedes,M
HL1918,Polvo,15,2020-07-14,Pedras,"R$ 55,00",Helvio,Gomes,M
HL1918,Ostras,5,2020-08-14,Parangaba,"R$ 70,00",Gabriela,Pinto,F
HL4379,Carangueijo,10,2020-08-14,Benfica,"R$ 45,00",Gabriel,Lyra,M
HL1918,Camarão,5,2020-08-14,Autran Nunes,"R$ 60,00",Ananda,Costa,F
HL8851,Carangueijo,10,2020-08-14,São João do Tauape,"R$ 45,00",Fernanda,Souza,F
HL7348,Peixes,20,2020-12-14,Floresta,"R$ 15,00",Diogo,Melo,M
HL9962,Ostras,5,2020-12-14,Messejana,"R$ 70,00",Beatriz,Coelho,F
HL1148,Peixes,25,2020-12-14,Monte Castelo,"R$ 15,00",Ravena,Figueiredo,F
HL1148,Mexilhões,25,2020-08-14,Manuel Sátiro,"R$ 20,00",Jéssica,Marinho,F
HL4379,Ostras,25,2020-08-14,Parangaba,"R$ 70,00",Tadeu,Coutinho,M
HL4379,Peixes,15,2020-12-14,Sabiaguaba,"R$ 15,00",Bruna,Martins,F
HL4379,Peixes,5,2020-08-14,Passaré,"R$ 15,00",Alon,Vianna,M
HL9962,Polvo,25,2020-12-14,Aldeota,"R$ 55,00",Cecília,Ferreira,F
HL4379,Peixes,15,2020-08-14,Demócrito Rocha,"R$ 15,00",Marina,Campos,F
HL7348,Carangueijo,25,2020-08-14,José Bonifácio,"R$ 45,00",Gustavo,Ferrari,M
HL1918,Carangueijo,5,2020-08-14,Itaperi,"R$ 45,00",Julie,Manhães,F
HL7348,Carangueijo,25,2020-07-14,Quintino Cunha,"R$ 45,00",Caio,Botelho,M
HL2714,Mexilhões,15,2020-08-14,Bom Jardim,"R$ 20,00",Lázaro,Araujo,M
HL4379,Polvo,15,2020-08-14,São João do Tauape,"R$ 55,00",Lucas,Pereira,M
HL8851,Mexilhões,5,2020-08-15,Farias Brito,"R$ 20,00",Thiago,Lima,M
HL1918,Camarão,15,2020-08-15,Vila Velha,"R$ 28,00",Lucas,Correa,M
HL1918,Camarão,5,2020-08-15,Mondubim,"R$ 28,00",Guilherme,Villanova,M
HL9962,Ostras,10,2020-08-15,Pedras,"R$ 70,00",Gabriel,Andrade,M
HL8851,Camarão,15,2020-08-15,Cidade dos Funcionários,"R$ 60,00",Aline,Scalabrin,F
HL8851,Carangueijo,10,2020-01-15,Granja Portugal,"R$ 45,00",Diego,Sone,M
HL7348,Carangueijo,10,2020-08-15,Mondubim,"R$ 45,00",Henrique,Assumpção,M
HL8851,Carangueijo,10,2020-08-15,Bom Jardim,"R$ 45,00",Carolina,Vieira,F
HL1918,Mexilhões,25,2020-08-15,Planalto Ayrton Senna,"R$ 20,00",Gabriel,Guadagnino,M
HL4379,Polvo,20,2020-07-15,Floresta,"R$ 55,00",Mariana,Rodrigues,F
HL9962,Carangueijo,25,2020-01-15,Vila Velha,"R$ 45,00",Carolina,Freitas,F
HL8851,Camarão,25,2020-07-15,Henrique Jorge,"R$ 28,00",Rafaela,Pestana,F
HL1918,Camarão,15,2020-01-15,Novo Mondubim,"R$ 60,00",Michelle,Rodrigues,F
HL7348,Carangueijo,25,2020-01-15,Lagoa Redonda,"R$ 45,00",Maurício,Fernandes,M
HL2714,Camarão,10,2020-08-15,Papicu,"R$ 60,00",Vanessa,Galvão,F
HL9962,Camarão,10,2020-08-15,Pedras,"R$ 28,00",Fabio,Lira,M
HL1148,Mexilhões,10,2020-08-15,Vila União,"R$ 20,00",Bárbara,Limp,M
HL1148,Camarão,10,2020-08-15,Novo Mondubim,"R$ 60,00",Arthur,Santos,M
HL7348,Mexilhões,10,2020-07-15,Granja Portugal,"R$ 20,00",Tayla,Porto,F
HL1918,Mexilhões,10,2020-12-15,Itaoca,"R$ 20,00",Victor,Gomes,M
HL8851,Peixes,15,2020-08-15,Centro,"R$ 15,00",Myllena,Rezende,F
HL4379,Peixes,5,2020-07-15,Amadeu Furtado,"R$ 15,00",Raphael,Barros,M
HL4379,Peixes,20,2020-08-15,Conjunto Ceará,"R$ 15,00",David,Firmino,M
HL7348,Peixes,15,2020-08-15,Novo Mondubim,"R$ 15,00",Lucas,Gomes,M
HL4379,Mexilhões,25,2020-08-15,Jóquei Clube,"R$ 20,00",Paulo,Kranz,M
HL1918,Polvo,5,2020-08-15,Itaperi,"R$ 55,00",Natalia,Nascimento,F
HL1918,Mexilhões,5,2020-08-15,Quintino Cunha,"R$ 20,00",Alexandre,Moreira,M
HL7348,Camarão,10,2020-08-16,Centro,"R$ 28,00",José,Carvalho,M
HL9962,Peixes,20,2020-08-16,Papicu,"R$ 15,00",Raissa,Alcoforado,F
HL4379,Camarão,10,2020-07-16,Bom Jardim,"R$ 28,00",Bianca,Mesquita,F
HL4379,Camarão,25,2020-08-16,Prefeito José Walter,"R$ 28,00",Matheus,Nóbrega,M
HL8851,Ostras,25,2020-01-16,Antônio Diogo,"R$ 70,00",Ananda,Monteiro,F
HL1148,Polvo,10,2020-07-16,Passaré,"R$ 55,00",Gabriela,Soares,F
HL4379,Peixes,5,2020-08-16,Rodolfo Teófilo,"R$ 15,00",Rafaela,Araujo,F
HL2714,Polvo,15,2020-08-16,Bela Vista,"R$ 55,00",Luiza,Silva,F
HL1918,Peixes,15,2020-08-16,Vila Velha,"R$ 15,00",Caio,Manhães,M
HL1918,Peixes,10,2020-08-16,Parque Dois Irmãos,"R$ 15,00",Roberta,Fernandes,F
HL1148,Ostras,25,2020-08-16,Curió,"R$ 70,00",Gabrielle,Bach,F
HL1918,Peixes,5,2020-08-16,Fátima,"R$ 15,00",Wendela,Thiele,F
HL9962,Peixes,20,2020-08-16,Fátima,"R$ 15,00",Diogo,Cavalcanti,M
HL1918,Carangueijo,25,2020-08-16,Novo Mondubim,"R$ 45,00",Luiz,Varella,M
HL8851,Camarão,10,2020-08-16,Parque São José,"R$ 60,00",Arthur,Silva,M
HL8851,Camarão,10,2020-07-16,Jangurussu,"R$ 28,00",Wellington,Freitas,M
HL8851,Polvo,10,2020-01-16,Bom Jardim,"R$ 55,00",João,Dias,M
HL9962,Carangueijo,20,2020-08-16,Fátima,"R$ 45,00",Adrielle,Silva,F
HL7348,Camarão,15,2020-08-16,Barroso,"R$ 60,00",Andre,Cavalcanti,M
HL4379,Camarão,25,2020-08-16,Cajazeiras,"R$ 60,00",Thaís,Rosa,F
HL8851,Polvo,5,2020-07-16,Quintino Cunha,"R$ 55,00",Lucas,Junior,M
HL4379,Ostras,10,2020-01-16,São João do Tauape,"R$ 70,00",Pedro,Nucci,M
HL1148,Mexilhões,25,2020-08-16,Itaperi,"R$ 20,00",Paloma,Lima,F
HL9962,Carangueijo,5,2020-08-16,Fátima,"R$ 45,00",Pedro,Franco,M
HL8851,Ostras,20,2020-08-16,Cidade dos Funcionários,"R$ 70,00",Pedro,Junqueira,M
HL7348,Ostras,20,2020-08-17,Sabiaguaba,"R$ 70,00",Brenno,Barros,M
HL1918,Ostras,20,2020-08-17,Antônio Bezerra,"R$ 70,00",Juliana,Lima,F
HL1918,Camarão,5,2020-08-17,Jardim Iracema,"R$ 60,00",Matheus,Magalhães,M
HL8851,Carangueijo,25,2020-07-17,Engenheiro Luciano Cavalcante,"R$ 45,00",Bruno,Braga,M
HL7348,Peixes,20,2020-07-17,Meireles,"R$ 15,00",Raphael,Zakhm,M
HL1918,Mexilhões,5,2020-12-17,Parque Genibaú,"R$ 20,00",Fabio,Mendonça,M
HL1918,Mexilhões,15,2020-08-17,Mondubim,"R$ 20,00",Bruna,Junger,F
HL9962,Camarão,25,2020-08-17,Vicente Pinzon,"R$ 28,00",Rafael,Merotto,M
HL7348,Camarão,15,2020-08-17,Itaoca,"R$ 28,00",Arthur,Santos,M
HL4379,Mexilhões,5,2020-08-17,Vila Velha,"R$ 20,00",Ana,Sperandei,F
HL7348,Polvo,15,2020-08-17,Monte Castelo,"R$ 55,00",Wen,Oliveira,F
HL8851,Camarão,20,2020-08-17,Mondubim,"R$ 60,00",Barbara,Kurtz,F
HL4379,Carangueijo,15,2020-08-17,Sapiranga,"R$ 45,00",Victor,Júnior,M
HL8851,Camarão,25,2020-07-17,Bom Jardim,"R$ 28,00",Ruan,Junior,M
HL1918,Peixes,20,2020-08-17,Parque Dois Irmãos,"R$ 15,00",João,Miura,M
HL8851,Polvo,15,2020-01-17,Passaré,"R$ 55,00",Vitor,Rocha,M
HL1918,Carangueijo,15,2020-08-17,Papicu,"R$ 45,00",Daniel,Firmino,M
HL7348,Carangueijo,15,2020-08-17,Amadeu Furtado,"R$ 45,00",Wilson,Marques,M
HL1148,Carangueijo,15,2020-08-17,Rodolfo Teófilo,"R$ 45,00",Anna,Maia,F
HL1148,Camarão,10,2020-08-17,Varjota,"R$ 60,00",Adrielle,Carneiro,F
HL8851,Mexilhões,15,2020-07-17,Prefeito José Walter,"R$ 20,00",Rojane,Biase,F
HL8851,Camarão,25,2020-07-17,Sapiranga,"R$ 60,00",Thomáz,Fernandes,M
HL8851,Polvo,15,2020-08-17,Padre Andrade,"R$ 55,00",Adriana,Dantas,F
HL9962,Camarão,5,2020-01-17,Barra do Ceará,"R$ 60,00",Ives,Garcia,F
HL4379,Camarão,5,2020-08-17,Prefeito José Walter,"R$ 28,00",Aline,Lima,F
HL4379,Carangueijo,10,2020-12-17,Mondubim,"R$ 45,00",Thais,Tavares,F
HL1918,Camarão,20,2020-12-17,Parque Genibaú,"R$ 28,00",Viviane,Conceição,F
HL4379,Carangueijo,15,2020-08-18,Cais do Porto,"R$ 45,00",Rafaela,Provenzano,F
HL1918,Mexilhões,20,2020-08-18,Pirambu,"R$ 20,00",Gabriel,Freire,M
HL8851,Camarão,15,2020-12-18,Jardim Cearense,"R$ 60,00",Michelle,Fraga,F
HL4379,Camarão,10,2020-08-18,Joaquim Távora,"R$ 28,00",Andreza,Figueiredo,F
HL7348,Ostras,10,2020-07-18,Jangurussu,"R$ 70,00",João,Ronfini,M
HL4379,Carangueijo,15,2020-08-18,Bom Jardim,"R$ 45,00",Manuela,Assis,F
HL4379,Ostras,25,2020-08-18,Manuel Sátiro,"R$ 70,00",Guilherme,Santos,M
HL9962,Polvo,20,2020-08-18,Granja Lisboa,"R$ 55,00",Nathan,Gomes,M
HL4379,Carangueijo,25,2020-08-18,Bom Jardim,"R$ 45,00",Diego,Silva,M
HL9962,Carangueijo,5,2020-07-18,Jardim das Oliveiras,"R$ 45,00",Pedro,Valim,M
HL7348,Carangueijo,15,2020-08-18,Parque Genibaú,"R$ 45,00",Miguel,Martins,M
HL7348,Ostras,20,2020-08-18,Centro,"R$ 70,00",Beatriz,Cavalcante,F
HL4379,Peixes,25,2020-01-18,Messejana,"R$ 15,00",Roberto,Bhering,M
HL7348,Mexilhões,25,2020-12-18,Farias Brito,"R$ 20,00",Juliana,Motta,F
HL1148,Camarão,15,2020-08-18,Granja Portugal,"R$ 28,00",Ulisses,Monteiro,M
HL4379,Camarão,15,2020-12-18,Ancuri,"R$ 28,00",Larissa,Júnior,F
HL8851,Ostras,15,2020-08-18,Aldeota,"R$ 70,00",Mônica,Lencastre,F
HL8851,Peixes,25,2020-08-18,Vila União,"R$ 15,00",Paloma,Coutinho,F
HL1918,Carangueijo,20,2020-08-18,Prefeito José Walter,"R$ 45,00",Amanda,Correa,F
HL1918,Carangueijo,5,2020-08-18,Prefeito José Walter,"R$ 45,00",Rodrigo,Neto,M
HL8851,Polvo,15,2020-08-18,Jardim das Oliveiras,"R$ 55,00",Camille,Barrozo,F
HL1918,Carangueijo,20,2020-08-18,Floresta,"R$ 45,00",Ana,Campista,F
HL4379,Camarão,25,2020-08-18,Bonsucesso,"R$ 28,00",Breno,Santos,M
HL1148,Ostras,20,2020-12-19,Cambeba,"R$ 70,00",Mariana,Johnson,F
HL1918,Camarão,5,2020-12-19,Barra do Ceará,"R$ 60,00",Bruno,Vianna,M
HL4379,Camarão,5,2020-08-19,Presidente Kennedy,"R$ 60,00",Matheus,Silva,M
HL4379,Camarão,5,2020-08-19,Papicu,"R$ 60,00",Larissa,Novak,F
HL8851,Polvo,5,2020-08-19,Passaré,"R$ 55,00",Natali,Seixas,F
HL4379,Ostras,20,2020-07-19,Cocó,"R$ 70,00",Luiz,Felippe,M
HL9962,Peixes,5,2020-08-19,Bonsucesso,"R$ 15,00",Pedro,Piero,M
HL1918,Polvo,20,2020-08-19,Quintino Cunha,"R$ 55,00",Raul,Santos,M
HL2714,Carangueijo,20,2020-12-19,Antônio Bezerra,"R$ 45,00",Fabio,Veiga,M
HL2714,Polvo,10,2020-08-19,Granja Portugal,"R$ 55,00",Bernardo,Ramos,M
HL8851,Polvo,20,2020-08-19,Aerolândia,"R$ 55,00",Jessica,Lacerda,F
HL1918,Polvo,15,2020-07-19,Siqueira,"R$ 55,00",Luíza,Gomes,F
HL4379,Camarão,20,2020-08-19,Fátima,"R$ 28,00",Luíza,Araujo,F
HL4379,Peixes,10,2020-07-19,Quintino Cunha,"R$ 15,00",Fabio,Tanaka,M
HL9962,Camarão,15,2020-08-19,Henrique Jorge,"R$ 28,00",Pedro,Silva,M
HL1918,Carangueijo,5,2020-01-19,Quintino Cunha,"R$ 45,00",Maria,Filho,F
HL1918,Camarão,25,2020-08-19,Parangaba,"R$ 60,00",Alex,Nogueira,M
HL1148,Ostras,20,2020-08-19,Granja Portugal,"R$ 70,00",Alexandre,Campos,M
HL1918,Mexilhões,10,2020-08-19,Montese,"R$ 20,00",Rafaela,Sone,F
HL4379,Peixes,15,2020-12-19,Granja Lisboa,"R$ 15,00",Anna,Azevedo,F
HL7348,Ostras,20,2020-08-19,São João do Tauape,"R$ 70,00",Miguel,Oliveira,M
HL8851,Polvo,15,2020-08-19,Parque São José,"R$ 55,00",Lívia,Melo,F
HL4379,Camarão,20,2020-08-19,Sabiaguaba,"R$ 28,00",Sthefeson,Vianna,M
HL1918,Camarão,20,2020-08-19,Papicu,"R$ 60,00",Juliana,Ribeiro,F
HL8851,Ostras,15,2020-08-19,Sapiranga,"R$ 70,00",Dykson,Ferreira,M
HL1148,Polvo,15,2020-07-19,Pedras,"R$ 55,00",Pedro,Affonso,M
HL1148,Peixes,20,2020-12-19,Mondubim,"R$ 15,00",Luis,Miranda,F
HL1148,Polvo,10,2020-01-19,Vicente Pinzon,"R$ 55,00",Julia,Fonseca,F
HL1918,Peixes,10,2020-08-19,Barra do Ceará,"R$ 15,00",Diego,Sousa,M
HL1918,Camarão,5,2020-08-20,Vila Peri,"R$ 60,00",Stefan,Rodriguez,M
HL1148,Ostras,15,2020-12-20,Centro,"R$ 70,00",Daniela,Barros,F
HL8851,Peixes,20,2020-08-20,Autran Nunes,"R$ 15,00",Julia,Silva,F
HL9962,Carangueijo,15,2020-08-20,Parque São José,"R$ 45,00",Bruna,Rodrigues,F
HL8851,Mexilhões,5,2020-08-20,Jangurussu,"R$ 20,00",Matheus,Seixas,M
HL1918,Peixes,25,2020-08-20,Pici,"R$ 15,00",Letícia,Sena,F
HL4379,Camarão,10,2020-08-20,Aldeota,"R$ 60,00",Paula,Santos,F
HL2714,Camarão,15,2020-07-20,Aldeota,"R$ 60,00",Cecília,Borges,F
HL2714,Carangueijo,5,2020-01-20,Pici,"R$ 45,00",Bruno,Delgado,M
HL1918,Polvo,20,2020-01-20,Siqueira,"R$ 55,00",Daniel,Ayres,M
HL4379,Camarão,15,2020-08-20,Bela Vista,"R$ 28,00",João,Kurtz,M
HL9962,Peixes,25,2020-07-20,Jardim América,"R$ 15,00",Bernard,Vianna,M
HL9962,Polvo,20,2020-08-20,Antônio Diogo,"R$ 55,00",Beatriz,Puntel,F
HL8851,Carangueijo,10,2020-08-20,Passaré,"R$ 45,00",Jessica,Delgado,F
HL1148,Polvo,10,2020-08-20,Patriolino Ribeiro,"R$ 55,00",Eduardo,Mesquita,M
HL1918,Polvo,15,2020-12-21,Vila União,"R$ 55,00",Desirée,Candido,F
HL9962,Mexilhões,15,2020-12-21,Rodolfo Teófilo,"R$ 20,00",Lorena,Soares,F
HL1918,Mexilhões,15,2020-08-21,Conjunto Ceará,"R$ 20,00",Diego,Lira,M
HL4379,Ostras,25,2020-08-21,Parque Santa Maria,"R$ 70,00",Rafaela,Ribeiro,F
HL1918,Camarão,25,2020-08-21,Vicente Pinzon,"R$ 60,00",Marina,Ramos,F
HL1148,Polvo,10,2020-08-21,Vicente Pinzon,"R$ 55,00",Mariana,Castro,F
HL9962,Carangueijo,20,2020-01-21,Varjota,"R$ 45,00",Guilherme,Luz,M
HL1148,Ostras,10,2020-08-21,Parque São José,"R$ 70,00",Morgana,Gomes,F
HL9962,Peixes,5,2020-07-21,Cais do Porto,"R$ 15,00",Antonio,Mendonça,M
HL1918,Polvo,20,2020-08-21,Carlito Pamplona,"R$ 55,00",Julie,Santos,F
HL4379,Carangueijo,10,2020-08-21,Prefeito José Walter,"R$ 45,00",Sylvio,Rodrigues,M
HL8851,Peixes,15,2020-08-21,Passaré,"R$ 15,00",Larissa,Meirelles,F
HL4379,Peixes,25,2020-08-21,Quintino Cunha,"R$ 15,00",Gabriela,Nimer,F
HL8851,Mexilhões,15,2020-01-21,Lagoa Redonda,"R$ 20,00",Lucas,Gomes,M
HL8851,Ostras,5,2020-08-21,Demócrito Rocha,"R$ 70,00",João,Almeida,M
HL1918,Ostras,5,2020-08-21,Parque São José,"R$ 70,00",Isabella,Ferman,F
HL4379,Carangueijo,15,2020-08-21,Barroso,"R$ 45,00",Luana,Dalforne,F
HL1918,Camarão,10,2020-08-21,Itaperi,"R$ 28,00",Rebeca,Ressurreição,F
HL8851,Ostras,20,2020-01-21,Jangurussu,"R$ 70,00",Bernardo,Bach,M
HL1918,Camarão,5,2020-08-21,Henrique Jorge,"R$ 60,00",Gabrielle,Braga,F
HL2714,Mexilhões,5,2020-12-21,Jóquei Clube,"R$ 20,00",Maria,Garcia,F
HL1918,Camarão,15,2020-08-21,Montese,"R$ 28,00",Amanda,Ferreira,F
HL8851,Mexilhões,5,2020-08-21,Antônio Diogo,"R$ 20,00",Kim,Silva,F
HL1918,Ostras,10,2020-08-21,Alto Alegre,"R$ 70,00",Isabelle,Santos,F
HL1148,Camarão,15,2020-07-21,Prefeito José Walter,"R$ 60,00",Beatriz,Merege,F
HL1148,Camarão,5,2020-07-21,Centro,"R$ 28,00",Jéssica,Felippe,F
HL4379,Camarão,20,2020-08-21,Jardim América,"R$ 60,00",Pedro,Ribeiro,M
HL1148,Polvo,20,2020-12-21,Lagoa Redonda,"R$ 55,00",Henrique,Bruno,M
HL2714,Mexilhões,25,2020-01-22,Serrinha,"R$ 20,00",Pedro,Moura,M
HL9962,Peixes,10,2020-08-22,Rodolfo Teófilo,"R$ 15,00",Joana,Siqueira,F
HL2714,Polvo,10,2020-08-22,Messejana,"R$ 55,00",Gabriela,Campista,F
HL1918,Camarão,5,2020-08-22,Granja Lisboa,"R$ 60,00",Rafaela,Costa,F
HL2714,Polvo,10,2020-08-22,Lagoa Redonda,"R$ 55,00",João,Faria,M
HL4379,Camarão,10,2020-08-22,Damas,"R$ 60,00",Daniela,Oliveira,F
HL9962,Ostras,15,2020-08-22,Edson Queiroz,"R$ 70,00",Marina,Magalhães,F
HL7348,Camarão,25,2020-08-22,Serrinha,"R$ 60,00",João,Sena,M
HL4379,Camarão,25,2020-08-22,Prefeito José Walter,"R$ 60,00",Isabella,Ribeiro,F
HL2714,Carangueijo,10,2020-08-22,Dionisio Torres,"R$ 45,00",Catarina,Rocha,F
HL1918,Peixes,5,2020-01-22,Novo Mondubim,"R$ 15,00",Bernardo,Affonso,M
HL1918,Polvo,10,2020-08-22,Edson Queiroz,"R$ 55,00",Isabelle,Ronfini,F
HL4379,Mexilhões,25,2020-08-22,Vila Ellery,"R$ 20,00",William,Ribeiro,M
HL1918,Camarão,5,2020-01-22,Padre Andrade,"R$ 60,00",Thaís,Portillo,F
HL1918,Ostras,15,2020-08-22,Sapiranga,"R$ 70,00",Marina,Guimarães,F
HL7348,Ostras,5,2020-07-22,Joaquim Távora,"R$ 70,00",Victor,Carneiro,M
HL9962,Camarão,20,2020-08-22,Mondubim,"R$ 60,00",Joyce,Bastazini,F
HL2714,Peixes,20,2020-08-22,Farias Brito,"R$ 15,00",Camilla,Carvalho,F
HL4379,Camarão,25,2020-08-22,Antônio Diogo,"R$ 28,00",Guilherme,Silva,M
HL4379,Mexilhões,10,2020-12-22,Rodolfo Teófilo,"R$ 20,00",Raísa,Felippe,F
HL9962,Camarão,20,2020-08-22,Mondubim,"R$ 28,00",Ana,Pestana,F
HL2714,Camarão,20,2020-08-22,Passaré,"R$ 28,00",Priscila,Pereira,F
HL1148,Peixes,15,2020-08-22,Manuel Sátiro,"R$ 15,00",Matheus,Figueiredo,M
HL1148,Peixes,20,2020-08-22,Papicu,"R$ 15,00",Ylana,Motta,F
HL9962,Ostras,25,2020-08-22,Mondubim,"R$ 70,00",Isabelle,Rodrigues,F
HL4379,Ostras,10,2020-08-22,Prefeito José Walter,"R$ 70,00",Adrielle,Barreira,F
HL4379,Peixes,25,2020-08-22,Varjota,"R$ 15,00",David,Guedes,M
HL7348,Carangueijo,20,2020-01-23,Vila Velha,"R$ 45,00",Iuri,Martins,M
HL1918,Camarão,15,2020-01-23,Henrique Jorge,"R$ 28,00",Lucas,Bach,M
HL4379,Mexilhões,5,2020-01-23,Presidente Kennedy,"R$ 20,00",Guilherme,Oliveira,M
HL7348,Carangueijo,25,2020-01-23,Prefeito José Walter,"R$ 45,00",Joana,Costa,F
HL1918,Carangueijo,10,2020-08-23,Passaré,"R$ 45,00",João,Temporal,M
HL1918,Ostras,5,2020-08-23,Vicente Pinzon,"R$ 70,00",João,Derossi,M
HL1918,Camarão,5,2020-12-23,Jóquei Clube,"R$ 60,00",João,Oliveira,M
HL1918,Peixes,20,2020-01-23,Amadeu Furtado,"R$ 15,00",Luiz,Feijo,M
HL2714,Carangueijo,25,2020-01-23,Messejana,"R$ 45,00",Juliana,Figueiredo,F
HL1918,Peixes,25,2020-01-23,Sapiranga,"R$ 15,00",Bruna,Franco,F
HL1918,Polvo,5,2020-08-23,Barra do Ceará,"R$ 55,00",Desirée,Rotolo,F
HL1918,Peixes,20,2020-08-23,Centro,"R$ 15,00",Thais,Maia,F
HL9962,Peixes,25,2020-08-23,Barra do Ceará,"R$ 15,00",Jackson,Alfradique,M
HL1918,Camarão,15,2020-12-23,Lagoa Redonda,"R$ 28,00",João,Ayres,M
HL1148,Peixes,5,2020-08-23,Mondubim,"R$ 15,00",Fernanda,Lopes,F
HL9962,Camarão,5,2020-08-23,Bom Jardim,"R$ 60,00",Felipe,Franco,M
HL4379,Ostras,5,2020-08-23,Centro,"R$ 70,00",Marina,Wajnsztok,F
HL4379,Mexilhões,10,2020-08-23,Lagoa Redonda,"R$ 20,00",Renan,Barbosa,M
HL4379,Ostras,5,2020-12-23,Mondubim,"R$ 70,00",Viviane,Ayres,F
HL9962,Mexilhões,5,2020-08-23,Cais do Porto,"R$ 20,00",Bruno,Fonseca,M
HL2714,Ostras,20,2020-08-23,São Gerardo,"R$ 70,00",Gabriela,Londero,F
HL1148,Carangueijo,10,2020-08-23,Papicu,"R$ 45,00",Juan,Almeida,M
HL1918,Ostras,5,2020-08-23,Bom Jardim,"R$ 70,00",Victor,Oros,M
HL8851,Camarão,20,2020-08-23,Jangurussu,"R$ 28,00",Ian,Hollander,M
HL1918,Camarão,20,2020-08-23,Olavo Oliveira,"R$ 60,00",Beatriz,Berto,F
HL4379,Polvo,20,2020-01-23,Parque Iracema,"R$ 55,00",Paula,Procaci,F
HL4379,Peixes,20,2020-08-23,Barroso,"R$ 15,00",Juliana,Silva,F
HL8851,Mexilhões,25,2020-08-24,Pedras,"R$ 20,00",Bárbara,Johnson,M
HL4379,Mexilhões,10,2020-08-24,José de Alencar,"R$ 20,00",Maike,Rocha,M
HL1918,Carangueijo,15,2020-01-24,Passaré,"R$ 45,00",Tiago,Cordovil,M
HL8851,Mexilhões,25,2020-01-24,Padre Andrade,"R$ 20,00",Ana,Cavalcanti,F
HL4379,Carangueijo,5,2020-08-24,Itaoca,"R$ 45,00",Roberto,Neto,M
HL1918,Carangueijo,5,2020-08-24,Canindezinho,"R$ 45,00",Luiz,Neto,M
HL2714,Mexilhões,10,2020-08-24,José de Alencar,"R$ 20,00",Lucas,Costa,M
HL7348,Camarão,15,2020-08-24,Ancuri,"R$ 28,00",Milena,Procaci,F
HL4379,Carangueijo,5,2020-12-24,Messejana,"R$ 45,00",Filipe,Vannier,M
HL4379,Peixes,15,2020-08-24,Quintino Cunha,"R$ 15,00",Renan,Lopes,M
HL1918,Camarão,5,2020-08-24,Granja Portugal,"R$ 60,00",Paloma,Lencastre,F
HL8851,Mexilhões,10,2020-08-24,Conjunto Palmeiras,"R$ 20,00",Pedro,Rocha,M
HL4379,Camarão,5,2020-08-24,Parque Araxá,"R$ 28,00",Lucas,Nascimento,M
HL8851,Ostras,25,2020-08-24,Varjota,"R$ 70,00",Gabriela,Abraçado,F
HL4379,Peixes,15,2020-12-24,Novo Mondubim,"R$ 15,00",Adrielle,Rangel,F
HL9962,Camarão,5,2020-08-24,Siqueira,"R$ 28,00",Amanda,Li,F
HL9962,Camarão,5,2020-08-24,Amadeu Furtado,"R$ 60,00",Hanna,Monteiro,F
HL4379,Polvo,5,2020-08-24,Edson Queiroz,"R$ 55,00",João,Campista,M
HL9962,Polvo,10,2020-08-24,Conjunto Ceará,"R$ 55,00",Jonatas,Aragão,M
